cum_buys_sol,entry_price_sol,tokens_for_1sol,eff_cost_sol,price_after_sol,nav_sol,redeem_price_after_fees_sol,backing_pct,pool_sol,instant_roundtrip_sol,instant_pnl_pct
367,1.759716875e-05,55117.96079,1.814290634e-05,1.760163525e-05,1.64580786e-05,1.547059388e-05,93.50312268,367,0.8527075869,-14.72924131
368,1.760163525e-05,55103.98673,1.814750727e-05,1.760609072e-05,1.646224311e-05,1.547450852e-05,93.50311421,368,0.8527071123,-14.72928877
369,1.760609072e-05,55090.05418,1.815209687e-05,1.761053522e-05,1.646639738e-05,1.547841353e-05,93.50310578,369,0.8527066403,-14.72933597
370,1.761053522e-05,55076.16291,1.815667518e-05,1.761496882e-05,1.647054146e-05,1.548230897e-05,93.50309739,370,0.8527061709,-14.72938291
371,1.761496882e-05,55062.31266,1.816124227e-05,1.761939158e-05,1.64746754e-05,1.548619487e-05,93.50308905,371,0.852705704,-14.7294296
372,1.761939158e-05,55048.50322,1.816579819e-05,1.762380353e-05,1.647879925e-05,1.549007129e-05,93.50308075,372,0.8527052395,-14.72947605
373,1.762380353e-05,55034.73435,1.8170343e-05,1.762820475e-05,1.648291307e-05,1.549393828e-05,93.5030725,373,0.8527047776,-14.72952224
374,1.762820475e-05,55021.00584,1.817487676e-05,1.763259528e-05,1.648701691e-05,1.549779589e-05,93.50306429,374,0.8527043182,-14.72956818
375,1.763259528e-05,55007.31744,1.817939952e-05,1.763697519e-05,1.649111081e-05,1.550164416e-05,93.50305613,375,0.8527038612,-14.72961388
376,1.763697519e-05,54993.66894,1.818391134e-05,1.764134452e-05,1.649519483e-05,1.550548314e-05,93.50304801,376,0.8527034066,-14.72965934
377,1.764134452e-05,54980.06011,1.818841227e-05,1.764570332e-05,1.649926902e-05,1.550931288e-05,93.50303993,377,0.8527029544,-14.72970456
378,1.764570332e-05,54966.49074,1.819290238e-05,1.765005166e-05,1.650333343e-05,1.551313342e-05,93.5030319,378,0.8527025047,-14.72974953
379,1.765005166e-05,54952.9606,1.819738171e-05,1.765438957e-05,1.65073881e-05,1.551694482e-05,93.5030239,379,0.8527020573,-14.72979427
380,1.765438957e-05,54939.46949,1.820185031e-05,1.765871713e-05,1.65114331e-05,1.552074711e-05,93.50301595,380,0.8527016123,-14.72983877
381,1.765871713e-05,54926.01718,1.820630826e-05,1.766303437e-05,1.651546845e-05,1.552454034e-05,93.50300805,381,0.8527011696,-14.72988304
382,1.766303437e-05,54912.60346,1.821075558e-05,1.766734135e-05,1.651949422e-05,1.552832456e-05,93.50300018,382,0.8527007292,-14.72992708
383,1.766734135e-05,54899.22812,1.821519235e-05,1.767163813e-05,1.652351045e-05,1.553209982e-05,93.50299235,383,0.8527002911,-14.72997089
384,1.767163813e-05,54885.89095,1.821961861e-05,1.767592474e-05,1.652751718e-05,1.553586615e-05,93.50298457,384,0.8526998553,-14.73001447
385,1.767592474e-05,54872.59174,1.822403441e-05,1.768020124e-05,1.653151447e-05,1.55396236e-05,93.50297682,385,0.8526994218,-14.73005782
386,1.768020124e-05,54859.33029,1.822843981e-05,1.768446769e-05,1.653550236e-05,1.554337222e-05,93.50296912,386,0.8526989905,-14.73010095
387,1.768446769e-05,54846.10639,1.823283485e-05,1.768872413e-05,1.65394809e-05,1.554711205e-05,93.50296145,387,0.8526985615,-14.73014385
388,1.768872413e-05,54832.91984,1.823721959e-05,1.76929706e-05,1.654345013e-05,1.555084313e-05,93.50295383,388,0.8526981346,-14.73018654
389,1.76929706e-05,54819.77044,1.824159408e-05,1.769720717e-05,1.654741011e-05,1.55545655e-05,93.50294624,389,0.85269771,-14.730229
390,1.769720717e-05,54806.65798,1.824595837e-05,1.770143387e-05,1.655136086e-05,1.555827921e-05,93.50293869,390,0.8526972875,-14.73027125
391,1.770143387e-05,54793.58227,1.825031251e-05,1.770565076e-05,1.655530245e-05,1.55619843e-05,93.50293118,391,0.8526968672,-14.73031328
392,1.770565076e-05,54780.54311,1.825465655e-05,1.770985789e-05,1.655923491e-05,1.556568082e-05,93.50292371,392,0.852696449,-14.7303551
393,1.770985789e-05,54767.54031,1.825899053e-05,1.771405529e-05,1.656315829e-05,1.556936879e-05,93.50291628,393,0.852696033,-14.7303967
394,1.771405529e-05,54754.57367,1.826331451e-05,1.771824303e-05,1.656707263e-05,1.557304827e-05,93.50290888,394,0.8526956191,-14.73043809
395,1.771824303e-05,54741.64301,1.826762854e-05,1.772242113e-05,1.657097798e-05,1.55767193e-05,93.50290153,395,0.8526952073,-14.73047927
396,1.772242113e-05,54728.74812,1.827193266e-05,1.772658966e-05,1.657487438e-05,1.558038192e-05,93.50289421,396,0.8526947975,-14.73052025
397,1.772658966e-05,54715.88883,1.827622691e-05,1.773074866e-05,1.657876187e-05,1.558403616e-05,93.50288692,397,0.8526943898,-14.73056102
398,1.773074866e-05,54703.06493,1.828051136e-05,1.773489817e-05,1.65826405e-05,1.558768207e-05,93.50287968,398,0.8526939842,-14.73060158
399,1.773489817e-05,54690.27626,1.828478604e-05,1.773903824e-05,1.65865103e-05,1.559131968e-05,93.50287246,399,0.8526935806,-14.73064194
400,1.773903824e-05,54677.52262,1.828905101e-05,1.774316891e-05,1.659037132e-05,1.559494904e-05,93.50286529,400,0.852693179,-14.7306821
401,1.774316891e-05,54664.80383,1.82933063e-05,1.774729023e-05,1.659422361e-05,1.559857019e-05,93.50285815,401,0.8526927795,-14.73072205
402,1.774729023e-05,54652.1197,1.829755196e-05,1.775140224e-05,1.65980672e-05,1.560218316e-05,93.50285105,402,0.8526923819,-14.73076181
403,1.775140224e-05,54639.47006,1.830178805e-05,1.775550499e-05,1.660190213e-05,1.5605788e-05,93.50284398,403,0.8526919863,-14.73080137
404,1.775550499e-05,54626.85473,1.830601459e-05,1.775959852e-05,1.660572845e-05,1.560938474e-05,93.50283695,404,0.8526915926,-14.73084074
405,1.775959852e-05,54614.27353,1.831023165e-05,1.776368287e-05,1.660954619e-05,1.561297342e-05,93.50282995,405,0.8526912009,-14.73087991
406,1.776368287e-05,54601.72629,1.831443927e-05,1.776775809e-05,1.66133554e-05,1.561655408e-05,93.50282298,406,0.8526908111,-14.73091889
407,1.776775809e-05,54589.21282,1.831863748e-05,1.777182423e-05,1.661715611e-05,1.562012675e-05,93.50281605,407,0.8526904233,-14.73095767
408,1.777182423e-05,54576.73296,1.832282634e-05,1.777588131e-05,1.662094838e-05,1.562369147e-05,93.50280916,408,0.8526900373,-14.73099627
409,1.777588131e-05,54564.28653,1.832700588e-05,1.777992939e-05,1.662473222e-05,1.562724829e-05,93.50280229,409,0.8526896533,-14.73103467
410,1.777992939e-05,54551.87336,1.833117615e-05,1.77839685e-05,1.662850769e-05,1.563079723e-05,93.50279547,410,0.8526892711,-14.73107289
411,1.77839685e-05,54539.49328,1.83353372e-05,1.778799869e-05,1.663227483e-05,1.563433834e-05,93.50278867,411,0.8526888907,-14.73111093
412,1.778799869e-05,54527.14613,1.833948906e-05,1.779202001e-05,1.663603366e-05,1.563787164e-05,93.50278191,412,0.8526885122,-14.73114878
413,1.779202001e-05,54514.83173,1.834363178e-05,1.779603248e-05,1.663978424e-05,1.564139718e-05,93.50277518,413,0.8526881356,-14.73118644
414,1.779603248e-05,54502.54993,1.83477654e-05,1.780003615e-05,1.664352659e-05,1.5644915e-05,93.50276848,414,0.8526877607,-14.73122393
415,1.780003615e-05,54490.30054,1.835188997e-05,1.780403107e-05,1.664726076e-05,1.564842512e-05,93.50276181,415,0.8526873877,-14.73126123
416,1.780403107e-05,54478.08342,1.835600552e-05,1.780801727e-05,1.665098679e-05,1.565192758e-05,93.50275518,416,0.8526870165,-14.73129835
417,1.780801727e-05,54465.8984,1.836011209e-05,1.781199479e-05,1.66547047e-05,1.565542242e-05,93.50274858,417,0.852686647,-14.7313353
418,1.781199479e-05,54453.74532,1.836420974e-05,1.781596367e-05,1.665841455e-05,1.565890967e-05,93.50274201,418,0.8526862793,-14.73137207
419,1.781596367e-05,54441.62402,1.836829849e-05,1.781992395e-05,1.666211635e-05,1.566238937e-05,93.50273547,419,0.8526859134,-14.73140866
420,1.781992395e-05,54429.53433,1.837237838e-05,1.782387567e-05,1.666581016e-05,1.566586155e-05,93.50272896,420,0.8526855492,-14.73144508
421,1.782387567e-05,54417.47611,1.837644947e-05,1.782781888e-05,1.666949601e-05,1.566932625e-05,93.50272249,421,0.8526851868,-14.73148132
422,1.782781888e-05,54405.44919,1.838051178e-05,1.783175359e-05,1.667317393e-05,1.567278349e-05,93.50271604,422,0.852684826,-14.7315174
423,1.783175359e-05,54393.45343,1.838456537e-05,1.783567987e-05,1.667684396e-05,1.567623332e-05,93.50270962,423,0.852684467,-14.7315533
424,1.783567987e-05,54381.48866,1.838861025e-05,1.783959774e-05,1.668050613e-05,1.567967576e-05,93.50270324,424,0.8526841097,-14.73158903
425,1.783959774e-05,54369.55473,1.839264649e-05,1.784350724e-05,1.668416048e-05,1.568311086e-05,93.50269688,425,0.852683754,-14.7316246
426,1.784350724e-05,54357.6515,1.839667411e-05,1.78474084e-05,1.668780705e-05,1.568653863e-05,93.50269056,426,0.8526834,-14.73166
427,1.78474084e-05,54345.7788,1.840069315e-05,1.785130128e-05,1.669144587e-05,1.568995912e-05,93.50268426,427,0.8526830477,-14.73169523
428,1.785130128e-05,54333.9365,1.840470366e-05,1.78551859e-05,1.669507697e-05,1.569337236e-05,93.502678,428,0.852682697,-14.7317303
429,1.78551859e-05,54322.12444,1.840870567e-05,1.785906229e-05,1.66987004e-05,1.569677837e-05,93.50267176,429,0.852682348,-14.7317652
430,1.785906229e-05,54310.34247,1.841269921e-05,1.786293051e-05,1.670231617e-05,1.57001772e-05,93.50266555,430,0.8526820006,-14.73179994
431,1.786293051e-05,54298.59045,1.841668433e-05,1.786679057e-05,1.670592433e-05,1.570356887e-05,93.50265937,431,0.8526816547,-14.73183453
432,1.786679057e-05,54286.86824,1.842066106e-05,1.787064253e-05,1.670952491e-05,1.570695342e-05,93.50265322,432,0.8526813105,-14.73186895
433,1.787064253e-05,54275.17568,1.842462945e-05,1.787448641e-05,1.671311795e-05,1.571033087e-05,93.5026471,433,0.8526809679,-14.73190321
434,1.787448641e-05,54263.51264,1.842858951e-05,1.787832225e-05,1.671670347e-05,1.571370126e-05,93.502641,434,0.8526806269,-14.73193731
435,1.787832225e-05,54251.87897,1.843254131e-05,1.788215008e-05,1.672028151e-05,1.571706462e-05,93.50263494,435,0.8526802874,-14.73197126
436,1.788215008e-05,54240.27453,1.843648486e-05,1.788596995e-05,1.67238521e-05,1.572042098e-05,93.5026289,436,0.8526799495,-14.73200505
437,1.788596995e-05,54228.69918,1.84404202e-05,1.788978188e-05,1.672741528e-05,1.572377037e-05,93.50262289,437,0.8526796131,-14.73203869
438,1.788978188e-05,54217.15279,1.844434738e-05,1.78935859e-05,1.673097108e-05,1.572711281e-05,93.5026169,438,0.8526792783,-14.73207217
439,1.78935859e-05,54205.63521,1.844826642e-05,1.789738207e-05,1.673451952e-05,1.573044835e-05,93.50261095,439,0.852678945,-14.7321055
440,1.789738207e-05,54194.1463,1.845217737e-05,1.79011704e-05,1.673806065e-05,1.573377701e-05,93.50260502,440,0.8526786132,-14.73213868
441,1.79011704e-05,54182.68593,1.845608025e-05,1.790495093e-05,1.674159449e-05,1.573709882e-05,93.50259912,441,0.8526782829,-14.73217171
442,1.790495093e-05,54171.25397,1.845997511e-05,1.79087237e-05,1.674512108e-05,1.574041381e-05,93.50259324,442,0.8526779542,-14.73220458
443,1.79087237e-05,54159.85028,1.846386197e-05,1.791248874e-05,1.674864044e-05,1.574372201e-05,93.50258739,443,0.8526776269,-14.73223731
444,1.791248874e-05,54148.47472,1.846774088e-05,1.791624608e-05,1.67521526e-05,1.574702345e-05,93.50258157,444,0.852677301,-14.7322699
445,1.791624608e-05,54137.12717,1.847161185e-05,1.791999575e-05,1.675565761e-05,1.575031815e-05,93.50257577,445,0.8526769767,-14.73230233
446,1.791999575e-05,54125.80749,1.847547494e-05,1.79237378e-05,1.675915548e-05,1.575360615e-05,93.50257,446,0.8526766538,-14.73233462
447,1.79237378e-05,54114.51555,1.847933017e-05,1.792747224e-05,1.676264625e-05,1.575688748e-05,93.50256426,447,0.8526763323,-14.73236677
448,1.792747224e-05,54103.25122,1.848317758e-05,1.793119912e-05,1.676612995e-05,1.576016215e-05,93.50255854,448,0.8526760123,-14.73239877
449,1.793119912e-05,54092.01438,1.84870172e-05,1.793491846e-05,1.676960661e-05,1.576343021e-05,93.50255284,449,0.8526756937,-14.73243063
450,1.793491846e-05,54080.80488,1.849084906e-05,1.79386303e-05,1.677307626e-05,1.576669168e-05,93.50254717,450,0.8526753765,-14.73246235
451,1.79386303e-05,54069.62262,1.849467319e-05,1.794233467e-05,1.677653892e-05,1.576994659e-05,93.50254153,451,0.8526750607,-14.73249393
452,1.794233467e-05,54058.46745,1.849848964e-05,1.79460316e-05,1.677999464e-05,1.577319496e-05,93.50253591,452,0.8526747463,-14.73252537
453,1.79460316e-05,54047.33926,1.850229842e-05,1.794972112e-05,1.678344343e-05,1.577643682e-05,93.50253032,453,0.8526744333,-14.73255667
454,1.794972112e-05,54036.23792,1.850609958e-05,1.795340326e-05,1.678688533e-05,1.577967221e-05,93.50252475,454,0.8526741217,-14.73258783
455,1.795340326e-05,54025.16331,1.850989315e-05,1.795707806e-05,1.679032036e-05,1.578290114e-05,93.50251921,455,0.8526738115,-14.73261885
456,1.795707806e-05,54014.1153,1.851367915e-05,1.796074554e-05,1.679374856e-05,1.578612364e-05,93.50251368,456,0.8526735026,-14.73264974
457,1.796074554e-05,54003.09377,1.851745762e-05,1.796440574e-05,1.679716995e-05,1.578933975e-05,93.50250819,457,0.8526731951,-14.73268049
458,1.796440574e-05,53992.0986,1.852122859e-05,1.796805868e-05,1.680058456e-05,1.579254948e-05,93.50250272,458,0.8526728889,-14.73271111
459,1.796805868e-05,53981.12967,1.852499209e-05,1.79717044e-05,1.680399242e-05,1.579575287e-05,93.50249727,459,0.852672584,-14.7327416
460,1.79717044e-05,53970.18686,1.852874815e-05,1.797534293e-05,1.680739355e-05,1.579894994e-05,93.50249184,460,0.8526722805,-14.73277195
461,1.797534293e-05,53959.27006,1.853249681e-05,1.797897429e-05,1.681078799e-05,1.580214071e-05,93.50248644,461,0.8526719783,-14.73280217
462,1.797897429e-05,53948.37913,1.853623809e-05,1.798259851e-05,1.681417577e-05,1.580532522e-05,93.50248106,462,0.8526716774,-14.73283226
463,1.798259851e-05,53937.51398,1.853997202e-05,1.798621563e-05,1.68175569e-05,1.580850349e-05,93.50247571,463,0.8526713778,-14.73286222
464,1.798621563e-05,53926.67447,1.854369864e-05,1.798982568e-05,1.682093142e-05,1.581167554e-05,93.50247038,464,0.8526710795,-14.73289205
465,1.798982568e-05,53915.86049,1.854741797e-05,1.799342867e-05,1.682429936e-05,1.58148414e-05,93.50246507,465,0.8526707825,-14.73292175
466,1.799342867e-05,53905.07194,1.855113005e-05,1.799702465e-05,1.682766074e-05,1.581800109e-05,93.50245978,466,0.8526704867,-14.73295133
467,1.799702465e-05,53894.30868,1.855483491e-05,1.800061364e-05,1.683101558e-05,1.582115465e-05,93.50245452,467,0.8526701922,-14.73298078
468,1.800061364e-05,53883.57062,1.855853256e-05,1.800419567e-05,1.683436392e-05,1.582430209e-05,93.50244928,468,0.852669899,-14.7330101
469,1.800419567e-05,53872.85764,1.856222305e-05,1.800777076e-05,1.683770578e-05,1.582744344e-05,93.50244406,469,0.852669607,-14.7330393
470,1.800777076e-05,53862.16963,1.85659064e-05,1.801133895e-05,1.684104119e-05,1.583057872e-05,93.50243887,470,0.8526693163,-14.73306837
471,1.801133895e-05,53851.50647,1.856958265e-05,1.801490026e-05,1.684437017e-05,1.583370796e-05,93.50243369,471,0.8526690268,-14.73309732
472,1.801490026e-05,53840.86806,1.857325181e-05,1.801845473e-05,1.684769276e-05,1.583683119e-05,93.50242854,472,0.8526687386,-14.73312614
473,1.801845473e-05,53830.25428,1.857691392e-05,1.802200237e-05,1.685100896e-05,1.583994843e-05,93.50242341,473,0.8526684515,-14.73315485
474,1.802200237e-05,53819.66502,1.858056901e-05,1.802554322e-05,1.685431882e-05,1.584305969e-05,93.5024183,474,0.8526681657,-14.73318343
475,1.802554322e-05,53809.10019,1.85842171e-05,1.80290773e-05,1.685762236e-05,1.584616502e-05,93.50241321,475,0.852667881,-14.7332119
476,1.80290773e-05,53798.55967,1.858785823e-05,1.803260465e-05,1.68609196e-05,1.584926442e-05,93.50240815,476,0.8526675976,-14.73324024
477,1.803260465e-05,53788.04335,1.859149242e-05,1.803612528e-05,1.686421056e-05,1.585235793e-05,93.5024031,477,0.8526673153,-14.73326847
478,1.803612528e-05,53777.55112,1.859511969e-05,1.803963922e-05,1.686749528e-05,1.585544556e-05,93.50239808,478,0.8526670343,-14.73329657
479,1.803963922e-05,53767.08289,1.859874009e-05,1.804314651e-05,1.687077377e-05,1.585852735e-05,93.50239308,479,0.8526667544,-14.73332456
480,1.804314651e-05,53756.63855,1.860235363e-05,1.804664716e-05,1.687404607e-05,1.586160331e-05,93.50238809,480,0.8526664757,-14.73335243
481,1.804664716e-05,53746.21799,1.860596033e-05,1.805014121e-05,1.687731219e-05,1.586467346e-05,93.50238313,481,0.8526661981,-14.73338019
482,1.805014121e-05,53735.8211,1.860956024e-05,1.805362868e-05,1.688057217e-05,1.586773784e-05,93.50237819,482,0.8526659217,-14.73340783
483,1.805362868e-05,53725.4478,1.861315337e-05,1.805710959e-05,1.688382601e-05,1.587079645e-05,93.50237327,483,0.8526656464,-14.73343536
484,1.805710959e-05,53715.09797,1.861673976e-05,1.806058398e-05,1.688707376e-05,1.587384934e-05,93.50236837,484,0.8526653723,-14.73346277
485,1.806058398e-05,53704.77151,1.862031942e-05,1.806405186e-05,1.689031543e-05,1.587689651e-05,93.50236349,485,0.8526650993,-14.73349007
486,1.806405186e-05,53694.46832,1.862389239e-05,1.806751327e-05,1.689355105e-05,1.587993799e-05,93.50235863,486,0.8526648274,-14.73351726
487,1.806751327e-05,53684.18831,1.862745869e-05,1.807096822e-05,1.689678064e-05,1.58829738e-05,93.50235379,487,0.8526645566,-14.73354434
488,1.807096822e-05,53673.93137,1.863101835e-05,1.807441675e-05,1.690000423e-05,1.588600397e-05,93.50234897,488,0.852664287,-14.7335713
489,1.807441675e-05,53663.6974,1.863457139e-05,1.807785888e-05,1.690322183e-05,1.588902852e-05,93.50234417,489,0.8526640184,-14.73359816
490,1.807785888e-05,53653.4863,1.863811783e-05,1.808129463e-05,1.690643347e-05,1.589204746e-05,93.50233939,490,0.852663751,-14.7336249
491,1.808129463e-05,53643.29799,1.864165772e-05,1.808472403e-05,1.690963918e-05,1.589506083e-05,93.50233463,491,0.8526634846,-14.73365154
492,1.808472403e-05,53633.13235,1.864519106e-05,1.80881471e-05,1.691283898e-05,1.589806864e-05,93.50232989,492,0.8526632193,-14.73367807
493,1.80881471e-05,53622.9893,1.864871789e-05,1.809156387e-05,1.691603288e-05,1.590107091e-05,93.50232517,493,0.8526629551,-14.73370449
494,1.809156387e-05,53612.86873,1.865223823e-05,1.809497437e-05,1.691922092e-05,1.590406766e-05,93.50232046,494,0.852662692,-14.7337308
495,1.809497437e-05,53602.77056,1.865575211e-05,1.80983786e-05,1.692240311e-05,1.590705893e-05,93.50231578,495,0.8526624299,-14.73375701
496,1.80983786e-05,53592.69468,1.865925955e-05,1.810177661e-05,1.692557949e-05,1.591004472e-05,93.50231111,496,0.8526621689,-14.73378311
497,1.810177661e-05,53582.64101,1.866276057e-05,1.810516842e-05,1.692875006e-05,1.591302505e-05,93.50230647,497,0.852661909,-14.7338091
498,1.810516842e-05,53572.60945,1.86662552e-05,1.810855404e-05,1.693191485e-05,1.591599996e-05,93.50230184,498,0.85266165,-14.733835
499,1.810855404e-05,53562.59991,1.866974347e-05,1.81119335e-05,1.693507389e-05,1.591896946e-05,93.50229723,499,0.8526613922,-14.73386078
500,1.81119335e-05,53552.61229,1.86732254e-05,1.811530683e-05,1.69382272e-05,1.592193357e-05,93.50229264,500,0.8526611353,-14.73388647
